,ID_hecho,FECHA,ROL,VEHICULO_FALLECIDO,SEXO,EDAD,N_VICTIMAS,HORA_HECHO,TIPO_DE_CALLE,COMUNA,LONGITUD,LATITUD,PARTICIPANTES,VICTIMA,ACUSADO
144,2016-0177,2016-12-29,PEATON,PEATON,FEMENINO,27,1,4,CALLE,14,-58.40966671,-34.58788235,PEATON-AUTO,PEATON,AUTO
145,2016-0178,2016-12-30,PEATON,PEATON,FEMENINO,7,1,16,CALLE,3,-58.40288226,-34.61544091,MULTIPLE,PEATON,MULTIPLE
146,2017-0001,2017-01-02,CONDUCTOR,MOTO,MASCULINO,18,1,1,AVENIDA,11,-58.4659423,-34.61028571,MOTO-CARGAS,MOTO,CARGAS
147,2017-0003,2017-01-05,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,33,1,3,AVENIDA,4,-58.38957669,-34.64410277,CARGAS-CARGAS,CARGAS,CARGAS
148,2017-0007,2017-01-11,PEATON,PEATON,MASCULINO,48,1,17,CALLE,1,-58.3816166,-34.61529543,MULTIPLE,PEATON,MULTIPLE
149,2017-0008,2017-01-16,CONDUCTOR,MOTO,MASCULINO,29,1,0,CALLE,14,-58.43917004,-34.58494351,MOTO-PASAJEROS,MOTO,PASAJEROS
150,2017-0009,2017-01-16,CONDUCTOR,MOTO,MASCULINO,36,1,13,AUTOPISTA,5,-58.41595919,-34.62743346,MOTO-CARGAS,MOTO,CARGAS
151,2017-0010,2017-01-16,CONDUCTOR,MOTO,MASCULINO,23,1,16,AVENIDA,6,-58.4356488,-34.62828656,MOTO-AUTO,MOTO,AUTO
152,2017-0011,2017-01-22,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,29,1,2,GRAL PAZ,12,-58.5007381,-34.5497951,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
153,2017-0012,2017-01-24,CONDUCTOR,MOTO,MASCULINO,30,1,14,CALLE,4,-58.40969005,-34.6505529,MOTO-CARGAS,MOTO,CARGAS
154,2017-0013,2017-01-27,PEATON,PEATON,MASCULINO,4,1,7,AVENIDA,4,-58.38972622,-34.65098981,PEATON-CARGAS,PEATON,CARGAS
155,2017-0014,2017-01-28,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22,1,8,AVENIDA,12,-58.49185972,-34.55046754,MULTIPLE,MOTO,MULTIPLE
156,2017-0015,2017-02-02,PEATON,PEATON,MASCULINO,82,1,15,AVENIDA,2,-58.39293417,-34.59963642,PEATON-AUTO,PEATON,AUTO
157,2017-0016,2017-02-03,CONDUCTOR,MOTO,MASCULINO,27,1,5,AUTOPISTA,1,-58.38099494,-34.62288231,MOTO-CARGAS,MOTO,CARGAS
158,2017-0017,2017-02-06,CONDUCTOR,MOTO,MASCULINO,32,1,8,AVENIDA,14,-58.429012,-34.58095431,MOTO-AUTO,MOTO,AUTO
159,2017-0018,2017-02-09,CONDUCTOR,MOTO,MASCULINO,30,1,7,GRAL PAZ,9,-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO
160,2017-0021,2017-02-18,CONDUCTOR,MOTO,MASCULINO,43,1,5,CALLE,1,-58.38362373,-34.60509972,MOTO-PASAJEROS,MOTO,PASAJEROS
161,2017-0024,2017-02-23,PEATON,PEATON,MASCULINO,39,1,20,AVENIDA,7,-58.46589308,-34.62955795,PEATON-PASAJEROS,PEATON,PASAJEROS
162,2017-0025,2017-02-24,CONDUCTOR,MOTO,MASCULINO,23,1,17,AVENIDA,7,-58.43614426,-34.6542464,MOTO-SD,MOTO,SD
163,2017-0026,2017-02-26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23,2,5,AVENIDA,4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
164,2017-0026,2017-02-26,CONDUCTOR,AUTO,MASCULINO,19,2,5,AVENIDA,4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
165,2017-0027,2017-02-26,PEATON,PEATON,MASCULINO,42,1,21,AVENIDA,1,-58.38332245,-34.6319325,PEATON-AUTO,PEATON,AUTO
166,2017-0028,2017-02-28,PEATON,PEATON,MASCULINO,87,1,9,AVENIDA,6,-58.45475488,-34.61196327,PEATON-AUTO,PEATON,AUTO
167,2017-0029,2017-03-07,SD,SD,MASCULINO,34,1,2,CALLE,9,-58.48501341,-34.64742455,SD-AUTO,SD,AUTO
168,2017-0030,2017-03-07,CONDUCTOR,AUTO,FEMENINO,27,1,8,AVENIDA,9,-58.47010988,-34.65872088,AUTO-PASAJEROS,AUTO,PASAJEROS
169,2017-0031,2017-03-11,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,70,1,1,CALLE,3,-58.4099756,-34.62873635,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
170,2017-0032,2017-03-12,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,40,1,5,GRAL PAZ,8,-58.48892175,-34.68359163,AUTO-AUTO,AUTO,AUTO
171,2017-0033,2017-03-12,CONDUCTOR,AUTO,MASCULINO,28,1,7,GRAL PAZ,11,-58.52466448,-34.60325478,AUTO-AUTO,AUTO,AUTO
172,2017-0034,2017-03-13,PEATON,PEATON,MASCULINO,43,1,7,CALLE,14,-58.42554218,-34.57929036,PEATON-AUTO,PEATON,AUTO
173,2017-0035,2017-03-23,CONDUCTOR,AUTO,MASCULINO,28,3,5,AVENIDA,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
174,2017-0035,2017-03-23,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,32,3,5,AVENIDA,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
175,2017-0035,2017-03-23,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30,3,5,AVENIDA,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
176,2017-0036,2017-03-29,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,42,2,18,GRAL PAZ,12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS
177,2017-0036,2017-03-29,CONDUCTOR,MOTO,MASCULINO,20,2,18,GRAL PAZ,12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS
178,2017-0037,2017-03-31,CONDUCTOR,MOTO,MASCULINO,41,1,3,AVENIDA,1,-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS
179,2017-0038,2017-04-01,CONDUCTOR,MOTO,FEMENINO,40,1,19,AVENIDA,7,-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO
180,2017-0040,2017-04-03,CONDUCTOR,AUTO,MASCULINO,43,1,9,AVENIDA,13,-58.43834197,-34.54560369,MULTIPLE,AUTO,MULTIPLE
181,2017-0041,2017-04-03,CONDUCTOR,MOTO,MASCULINO,17,1,23,CALLE,7,-58.45485084,-34.63531854,MOTO-AUTO,MOTO,AUTO
182,2017-0042,2017-04-10,CONDUCTOR,MOTO,MASCULINO,42,1,9,GRAL PAZ,14,-58.4416617,-34.5483931,MOTO-CARGAS,MOTO,CARGAS
183,2017-0045,2017-04-14,CONDUCTOR,MOTO,MASCULINO,21,1,6,CALLE,10,-58.52449285,-34.62454175,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
184,2017-0047,2017-04-23,CONDUCTOR,MOTO,MASCULINO,37,1,6,AVENIDA,8,-58.46713742,-34.6719879,MOTO-AUTO,MOTO,AUTO
185,2017-0049,2017-04-27,PEATON,PEATON,MASCULINO,22,1,18,AVENIDA,8,-58.43850413,-34.65554754,PEATON-PASAJEROS,PEATON,PASAJEROS
186,2017-0050,2017-04-28,CONDUCTOR,MOTO,MASCULINO,46,2,11,AUTOPISTA,9,-58.5332558,-34.6411805,MOTO-CARGAS,MOTO,CARGAS
187,2017-0050,2017-04-28,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,16,2,11,AUTOPISTA,9,-58.5332558,-34.6411805,MOTO-CARGAS,MOTO,CARGAS
188,2017-0051,2017-05-01,CONDUCTOR,AUTO,MASCULINO,33,1,3,AUTOPISTA,7,-58.4792622,-34.6692181,AUTO-AUTO,AUTO,AUTO
189,2017-0052,2017-05-05,PEATON,PEATON,FEMENINO,47,1,3,GRAL PAZ,8,-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS
190,2017-0053,2017-05-05,CONDUCTOR,MOTO,MASCULINO,28,1,20,CALLE,4,-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS
191,2017-0054,2017-05-07,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,20,1,21,AVENIDA,15,-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO
192,2017-0055,2017-05-09,CONDUCTOR,AUTO,MASCULINO,32,1,8,AVENIDA,12,-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO
193,2017-0058,2017-05-09,PEATON,PEATON,MASCULINO,80,1,23,AVENIDA,1,-58.38403232,-34.5991594,PEATON-MOTO,PEATON,MOTO
194,2017-0059,2017-05-11,PEATON,PEATON,FEMENINO,39,1,9,CALLE,1,-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS
195,2017-0060,2017-05-13,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30,1,7,AVENIDA,8,-58.45966521,-34.67323292,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
196,2017-0061,2017-05-15,PEATON,PEATON,MASCULINO,47,1,13,AVENIDA,2,-58.39303911,-34.59871111,PEATON-MOTO,PEATON,MOTO
197,2017-0062,2017-05-15,CONDUCTOR,MOTO,MASCULINO,35,1,16,AVENIDA,10,-58.51262106,-34.63395999,MOTO-CARGAS,MOTO,CARGAS
198,2017-0063,2017-05-17,PEATON,PEATON,FEMENINO,79,1,10,AVENIDA,1,-58.38118367,-34.61646839,PEATON-PASAJEROS,PEATON,PASAJEROS
199,2017-0064,2017-05-20,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,61,1,5,CALLE,1,-58.37653284,-34.60582475,CARGAS-AUTO,CARGAS,AUTO
200,2017-0065,2017-05-22,CICLISTA,BICICLETA,MASCULINO,21,1,16,AVENIDA,4,-58.37709334,-34.64035082,BICICLETA-CARGAS,BICICLETA,CARGAS
201,2017-0066,2017-05-22,PEATON,PEATON,MASCULINO,10,1,18,AVENIDA,15,-58.46002142,-34.60409469,PEATON-PASAJEROS,PEATON,PASAJEROS
202,2017-0067,2017-05-23,CONDUCTOR,MOTO,MASCULINO,21,1,2,AVENIDA,6,-58.4338197,-34.62801894,MOTO-CARGAS,MOTO,CARGAS
203,2017-0068,2017-05-27,CONDUCTOR,MOTO,MASCULINO,32,1,19,AVENIDA,8,-58.43580656,-34.66437532,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
204,2017-0069,2017-05-29,CONDUCTOR,MOTO,MASCULINO,39,1,7,SD,SD,0.0,0.0,SD,SD,SD
205,2017-0070,2017-05-30,PEATON,PEATON,MASCULINO,80,1,13,CALLE,11,-58.50791763,-34.59804273,PEATON-AUTO,PEATON,AUTO
206,2017-0072,2017-06-03,CONDUCTOR,AUTO,MASCULINO,25,1,23,AVENIDA,12,-58.49175088,-34.58226957,AUTO-AUTO,AUTO,AUTO
207,2017-0073,2017-06-04,CONDUCTOR,MOTO,MASCULINO,19,1,9,AVENIDA,3,-58.40781467,-34.60425669,MOTO-AUTO,MOTO,AUTO
208,2017-0074,2017-06-04,SD,SD,MASCULINO,70,1,12,CALLE,9,-58.52567073,-34.63787791,SD-SD,SD,SD
209,2017-0075,2017-06-12,PEATON,PEATON,MASCULINO,55,1,22,AVENIDA,1,-58.381542,-34.60906385,PEATON-MOTO,PEATON,MOTO
210,2017-0076,2017-06-13,PEATON,PEATON,FEMENINO,30,1,14,AVENIDA,2,-58.38526125,-34.5780581,PEATON-CARGAS,PEATON,CARGAS
211,2017-0077,2017-06-17,CONDUCTOR,MOTO,FEMENINO,60,1,23,CALLE,14,-58.42934104,-34.58451712,MOTO-CARGAS,MOTO,CARGAS
212,2017-0079,2017-06-19,CONDUCTOR,MOTO,MASCULINO,33,1,16,CALLE,3,-58.40657493,-34.61781124,MOTO-CARGAS,MOTO,CARGAS
213,2017-0080,2017-06-22,PEATON,PEATON,FEMENINO,95,1,10,AVENIDA,9,-58.49525314,-34.64487785,PEATON-CARGAS,PEATON,CARGAS
214,2017-0082,2017-06-25,PEATON,PEATON,MASCULINO,36,1,22,AVENIDA,4,-58.39092851,-34.62932696,PEATON-AUTO,PEATON,AUTO
215,2017-0083,2017-07-04,CONDUCTOR,MOTO,MASCULINO,37,1,0,AVENIDA,9,-58.49603546,-34.64564271,MOTO-CARGAS,MOTO,CARGAS
216,2017-0084,2017-07-05,PEATON,PEATON,FEMENINO,73,1,12,AVENIDA,2,-58.38502878,-34.58703485,PEATON-PASAJEROS,PEATON,PASAJEROS
217,2017-0085,2017-07-07,PEATON,PEATON,MASCULINO,84,1,14,AVENIDA,4,-58.37261143,-34.63150425,PEATON-PASAJEROS,PEATON,PASAJEROS
218,2017-0086,2017-07-09,PEATON,PEATON,FEMENINO,30,1,7,AVENIDA,9,-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO
219,2017-0087,2017-07-10,PEATON,PEATON,FEMENINO,73,1,10,CALLE,3,-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO
220,2017-0088,2017-07-10,PEATON,PEATON,MASCULINO,43,1,22,AVENIDA,1,-58.36797542,-34.62519403,PEATON-PASAJEROS,PEATON,PASAJEROS
221,2017-0089,2017-07-13,SD,SD,MASCULINO,23,1,12,CALLE,9,-58.51514709,-34.64787051,SD-AUTO,SD,AUTO
222,2017-0090,2017-07-15,PEATON,PEATON,MASCULINO,22,1,5,GRAL PAZ,11,-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO
223,2017-0091,2017-07-15,CONDUCTOR,MOTO,MASCULINO,58,1,13,GRAL PAZ,12,-58.48671535,-34.54321216,MOTO-SD,MOTO,SD
224,2017-0092,2017-07-24,PEATON,PEATON,MASCULINO,66,1,22,AUTOPISTA,1,-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO
225,2017-0093,2017-07-25,PEATON,PEATON,MASCULINO,42,1,16,AUTOPISTA,13,-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO
226,2017-0094,2017-07-27,CICLISTA,BICICLETA,FEMENINO,56,1,8,CALLE,10,-58.52640838,-34.61765855,BICICLETA-CARGAS,BICICLETA,CARGAS
227,2017-0095,2017-08-06,CONDUCTOR,MOTO,MASCULINO,36,1,8,AVENIDA,14,-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO
228,2017-0096,2017-08-07,PEATON,PEATON,MASCULINO,87,1,19,AVENIDA,13,-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS
229,2017-0098,2017-08-08,PEATON,PEATON,FEMENINO,61,1,12,CALLE,7,-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO
230,2017-0099,2017-08-17,CICLISTA,BICICLETA,MASCULINO,28,1,19,AVENIDA,14,-58.42406784,-34.56213916,BICICLETA-AUTO,BICICLETA,AUTO
231,2017-0100,2017-08-21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,16,1,7,CALLE,3,-58.3967447,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
232,2017-0101,2017-08-23,PEATON,PEATON,FEMENINO,61,1,10,AVENIDA,13,-58.44537508,-34.57084818,MULTIPLE,PEATON,MULTIPLE
233,2017-0102,2017-08-24,PEATON,PEATON,MASCULINO,46,1,1,AVENIDA,4,-58.40056767,-34.6510708,PEATON-CARGAS,PEATON,CARGAS
234,2017-0104,2017-08-25,PEATON,PEATON,FEMENINO,18,1,9,AVENIDA,1,-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS
235,2017-0106,2017-08-31,PEATON,PEATON,FEMENINO,85,1,19,CALLE,14,-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS
236,2017-0107,2017-09-01,CONDUCTOR,MOTO,MASCULINO,41,1,11,AVENIDA,13,-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS
237,2017-0108,2017-09-02,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,17,2,4,GRAL PAZ,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO
238,2017-0108,2017-09-02,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,10,2,4,GRAL PAZ,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO
239,2017-0109,2017-09-04,CONDUCTOR,MOTO,MASCULINO,21,1,21,AVENIDA,7,-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO
240,2017-0110,2017-09-06,PEATON,PEATON,MASCULINO,56,1,14,AVENIDA,1,-58.370488,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS
241,2017-0111,2017-09-07,PEATON,PEATON,FEMENINO,79,1,18,CALLE,4,-58.42023854,-34.6423411,PEATON-CARGAS,PEATON,CARGAS
242,2017-0112,2017-09-10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,1,2,9,AUTOPISTA,7,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
243,2017-0112,2017-09-10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,42,2,9,AUTOPISTA,7,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
244,2017-0113,2017-09-11,PEATON,PEATON,FEMENINO,76,1,6,AVENIDA,1,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS
245,2017-0114,2017-09-15,CONDUCTOR,AUTO,MASCULINO,26,1,2,AVENIDA,2,-58.3910058,-34.5849866,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
246,2017-0115,2017-09-19,CONDUCTOR,MOTO,MASCULINO,34,1,18,AVENIDA,5,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA
247,2017-0116,2017-09-20,CONDUCTOR,MOTO,MASCULINO,22,1,22,GRAL PAZ,12,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
248,2017-0118,2017-09-22,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,1,7,AVENIDA,4,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO
249,2017-0120,2017-10-02,CONDUCTOR,MOTO,MASCULINO,20,1,15,AUTOPISTA,9,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS
250,2017-0123,2017-10-10,PEATON,PEATON,FEMENINO,36,1,1,AVENIDA,8,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO
251,2017-0124,2017-10-12,CONDUCTOR,MOTO,MASCULINO,51,1,14,CALLE,15,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS
252,2017-0125,2017-10-13,CONDUCTOR,MOTO,MASCULINO,29,1,6,AVENIDA,8,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
253,2017-0126,2017-10-14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39,2,6,AVENIDA,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
254,2017-0126,2017-10-14,CONDUCTOR,AUTO,MASCULINO,36,2,6,AVENIDA,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
255,2017-0127,2017-10-16,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24,1,7,AVENIDA,2,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO
256,2017-0128,2017-10-17,PEATON,PEATON,FEMENINO,60,1,12,CALLE,6,-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS
257,2017-0129,2017-10-26,CONDUCTOR,MOTO,MASCULINO,57,1,19,AUTOPISTA,9,-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS
258,2017-0130,2017-10-27,CONDUCTOR,AUTO,MASCULINO,23,1,5,AVENIDA,15,-58.47883099,-34.59967065,AUTO-CARGAS,AUTO,CARGAS
259,2017-0132,2017-10-30,CONDUCTOR,MOTO,MASCULINO,23,1,14,AVENIDA,8,-58.46552171,-34.6937413,MOTO-PASAJEROS,MOTO,PASAJEROS
260,2017-0134,2017-11-06,PEATON,PEATON,FEMENINO,47,1,18,AVENIDA,8,-58.4423972,-34.66777987,PEATON-PASAJEROS,PEATON,PASAJEROS
261,2017-0135,2017-11-07,CONDUCTOR,MOTO,MASCULINO,24,1,12,AVENIDA,15,-58.47032551,-34.59626814,MOTO-CARGAS,MOTO,CARGAS
262,2017-0136,2017-11-16,PEATON,PEATON,MASCULINO,55,1,8,AVENIDA,4,-58.41827843,-34.65522746,PEATON-PASAJEROS,PEATON,PASAJEROS
263,2017-0137,2017-11-17,PEATON,PEATON,FEMENINO,60,1,11,AVENIDA,11,-58.51280715,-34.59279388,PEATON-CARGAS,PEATON,CARGAS
264,2017-0138,2017-11-19,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25,1,10,AVENIDA,7,-58.46258582,-34.64385704,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
265,2017-0139,2017-11-19,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,15,1,22,AVENIDA,8,-58.45064148,-34.68003614,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
266,2017-0140,2017-11-19,CONDUCTOR,MOTO,MASCULINO,24,1,23,AUTOPISTA,4,-58.3793597,-34.6376995,MOTO-PASAJEROS,MOTO,PASAJEROS
267,2017-0141,2017-11-23,PEATON,PEATON,FEMENINO,22,1,19,AVENIDA,6,-58.42717783,-34.62513374,PEATON-PASAJEROS,PEATON,PASAJEROS
268,2017-0143,2017-11-25,CONDUCTOR,AUTO,MASCULINO,50,1,21,CALLE,11,-58.46442001,-34.60724519,AUTO-PASAJEROS,AUTO,PASAJEROS
269,2017-0144,2017-11-26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,50,1,6,GRAL PAZ,8,-58.47064556,-34.69843756,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
270,2017-0145,2017-11-26,CONDUCTOR,MOTO,MASCULINO,58,1,17,CALLE,5,-58.41677733,-34.61223119,MOTO-AUTO,MOTO,AUTO
271,2017-0147,2017-11-28,CONDUCTOR,MOTO,MASCULINO,49,1,11,GRAL PAZ,9,-58.5025179,-34.67450313,MOTO-AUTO,MOTO,AUTO
272,2017-0148,2017-11-29,PEATON,PEATON,FEMENINO,82,1,10,AVENIDA,3,-58.40708125,-34.62438894,PEATON-PASAJEROS,PEATON,PASAJEROS
273,2017-0149,2017-11-30,PEATON,PEATON,MASCULINO,13,1,12,AVENIDA,1,-58.36947198,-34.61477051,PEATON-PASAJEROS,PEATON,PASAJEROS
274,2017-0150,2017-12-04,PEATON,PEATON,MASCULINO,56,1,1,AVENIDA,9,-58.51140889,-34.63934531,PEATON-AUTO,PEATON,AUTO
275,2017-0151,2017-12-04,PEATON,PEATON,MASCULINO,42,1,2,CALLE,4,-58.37460912,-34.65559133,PEATON-PASAJEROS,PEATON,PASAJEROS
276,2017-0152,2017-12-06,CICLISTA,BICICLETA,MASCULINO,19,1,17,CALLE,4,-58.41146277,-34.65073916,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
277,2017-0153,2017-12-11,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,42,2,2,AVENIDA,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS
278,2017-0153,2017-12-11,CONDUCTOR,MOTO,MASCULINO,30,2,2,AVENIDA,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS
279,2017-0154,2017-12-11,PEATON,PEATON,MASCULINO,76,1,9,AVENIDA,4,-58.39035581,-34.63412287,PEATON-PASAJEROS,PEATON,PASAJEROS
280,2017-0155,2017-12-12,SD,SD,MASCULINO,77,1,21,AVENIDA,7,-58.45593915,-34.62656868,SD-MOTO,SD,MOTO
281,2017-0157,2017-12-17,CONDUCTOR,AUTO,MASCULINO,53,1,9,GRAL PAZ,9,-58.52866211,-34.64597065,AUTO-PASAJEROS,AUTO,PASAJEROS
282,2017-0158,2017-12-18,CONDUCTOR,MOTO,MASCULINO,32,1,21,GRAL PAZ,11,-58.52037476,-34.59407024,MOTO-AUTO,MOTO,AUTO
283,2017-0159,2017-12-20,CONDUCTOR,MOTO,MASCULINO,27,1,4,AVENIDA,1,-58.38896772,-34.61799615,MOTO-AUTO,MOTO,AUTO
284,2017-0160,2017-12-22,PEATON,PEATON,FEMENINO,30,1,13,AVENIDA,7,-58.47074114,-34.62771756,PEATON-MOTO,PEATON,MOTO
285,2017-0161,2017-12-26,PEATON,PEATON,FEMENINO,30,1,15,AVENIDA,9,-58.48200819,-34.65969965,PEATON-AUTO,PEATON,AUTO
