,ID_hecho,FECHA,ROL,VEHICULO_FALLECIDO,SEXO,EDAD,N_VICTIMAS,HORA_HECHO,TIPO_DE_CALLE,COMUNA,LONGITUD,LATITUD,PARTICIPANTES,VICTIMA,ACUSADO
430,2018-0139,2018-12-22,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28,1,6,CALLE,7,-58.44682986,-34.63888084,MOTO-MOTO,MOTO,MOTO
431,2018-0140,2018-12-22,CONDUCTOR,AUTO,MASCULINO,78,1,8,CALLE,1,-58.3600465,-34.61381341,AUTO-AUTO,AUTO,AUTO
432,2018-0141,2018-12-22,PEATON,PEATON,MASCULINO,75,1,17,AVENIDA,5,-58.41509546,-34.62085945,PEATON-MOTO,PEATON,MOTO
433,2018-0142,2018-12-25,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32,1,13,GRAL PAZ,12,-58.50997604,-34.57251072,CARGAS-PASAJEROS,CARGAS,PASAJEROS
434,2018-0143,2018-12-29,CONDUCTOR,MOTO,MASCULINO,22,1,5,AVENIDA,10,-58.48606475,-34.64047818,MOTO-AUTO,MOTO,AUTO
435,2019-0001,2019-01-08,CONDUCTOR,MOTO,MASCULINO,25,1,8,AVENIDA,2,-58.38526125,-34.5780581,MOTO-CARGAS,MOTO,CARGAS
436,2019-0002,2019-01-09,CONDUCTOR,AUTO,MASCULINO,32,1,4,AVENIDA,7,-58.45463662,-34.65082149,AUTO-CARGAS,AUTO,CARGAS
437,2019-0003,2019-01-12,CONDUCTOR,MOTO,MASCULINO,23,1,8,AVENIDA,15,-58.49121672,-34.59718073,MOTO-AUTO,MOTO,AUTO
438,2019-0004,2019-01-14,CONDUCTOR,AUTO,MASCULINO,71,1,19,AVENIDA,9,-58.47325712,-34.65284605,AUTO-PASAJEROS,AUTO,PASAJEROS
439,2019-0005,2019-01-19,CONDUCTOR,MOTO,MASCULINO,43,1,12,AVENIDA,10,-58.52108101,-34.63382309,MOTO-CARGAS,MOTO,CARGAS
440,2019-0006,2019-01-23,PEATON,PEATON,FEMENINO,12,1,5,AVENIDA,14,-58.41652702,-34.55509606,PEATON-AUTO,PEATON,AUTO
441,2019-0007,2019-01-26,CONDUCTOR,MOTO,MASCULINO,35,1,19,CALLE,5,-58.42891604,-34.6107166,MOTO-AUTO,MOTO,AUTO
442,2019-0008,2019-01-30,CONDUCTOR,MOTO,MASCULINO,42,1,22,GRAL PAZ,8,-58.47802293,-34.69156793,MULTIPLE,MOTO,MULTIPLE
443,2019-0009,2019-01-31,CONDUCTOR,MOTO,MASCULINO,34,1,14,AVENIDA,1,-58.37564821,-34.62200207,MOTO-AUTO,MOTO,AUTO
444,2019-0010,2019-02-02,PEATON,PEATON,MASCULINO,42,2,7,AVENIDA,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO
445,2019-0010,2019-02-02,PEATON,PEATON,MASCULINO,59,2,7,AVENIDA,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO
446,2019-0011,2019-02-10,PEATON,PEATON,MASCULINO,42,1,1,GRAL PAZ,9,-58.5183993,-34.66252488,PEATON-AUTO,PEATON,AUTO
447,2019-0012,2019-02-17,CONDUCTOR,MOTO,MASCULINO,31,1,3,AVENIDA,8,-58.48432691,-34.67665828,MOTO-AUTO,MOTO,AUTO
448,2019-0013,2019-02-20,PEATON,PEATON,MASCULINO,39,1,7,CALLE,7,-58.4338383,-34.64457699,PEATON-AUTO,PEATON,AUTO
449,2019-0014,2019-02-20,CONDUCTOR,MOTO,MASCULINO,69,1,17,CALLE,11,-58.51664939,-34.58657938,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
450,2019-0015,2019-02-23,CONDUCTOR,AUTO,MASCULINO,21,1,6,AVENIDA,11,-58.49613012,-34.59703502,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
451,2019-0016,2019-02-24,CONDUCTOR,MOTO,MASCULINO,40,1,2,CALLE,4,-58.38313603,-34.63356284,MOTO-PASAJEROS,MOTO,PASAJEROS
452,2019-0017,2019-03-03,CONDUCTOR,AUTO,MASCULINO,22,1,7,CALLE,3,-58.39914719,-34.61632317,AUTO-PASAJEROS,AUTO,PASAJEROS
453,2019-0018,2019-03-03,PEATON,PEATON,FEMENINO,29,1,23,AUTOPISTA,13,-58.44927253,-34.54048625,PEATON-AUTO,PEATON,AUTO
454,2019-0019,2019-03-06,CONDUCTOR,MOTO,MASCULINO,42,1,12,AVENIDA,13,-58.45049163,-34.55374003,MOTO-AUTO,MOTO,AUTO
455,2019-0020,2019-03-07,CONDUCTOR,MOTO,MASCULINO,43,1,21,AVENIDA,5,-58.41288952,-34.63572989,MOTO-AUTO,MOTO,AUTO
456,2019-0021,2019-03-15,CONDUCTOR,MOTO,MASCULINO,23,1,22,AVENIDA,7,-58.45743597,-34.62561234,MOTO-AUTO,MOTO,AUTO
457,2019-0022,2019-03-15,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,42,1,0,AVENIDA,1,-58.39123782,-34.62352245,AUTO-SD,AUTO,SD
458,2019-0023,2019-03-16,CONDUCTOR,AUTO,MASCULINO,34,1,8,GRAL PAZ,9,-58.52922765,-34.63637963,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
459,2019-0024,2019-03-19,CONDUCTOR,MOTO,MASCULINO,32,1,7,AVENIDA,1,-58.37208118,-34.58541957,MOTO-CARGAS,MOTO,CARGAS
460,2019-0025,2019-03-22,PEATON,PEATON,MASCULINO,27,1,13,CALLE,5,-58.41458534,-34.60937557,PEATON-AUTO,PEATON,AUTO
461,2019-0026,2019-03-28,PEATON,PEATON,MASCULINO,42,1,7,AVENIDA,8,-58.47976785,-34.69153196,PEATON-PASAJEROS,PEATON,PASAJEROS
462,2019-0027,2019-03-28,CICLISTA,BICICLETA,MASCULINO,37,1,11,AVENIDA,2,-58.39990285,-34.59511714,MULTIPLE,BICICLETA,MULTIPLE
463,2019-0028,2019-04-06,PEATON,PEATON,FEMENINO,42,1,9,AVENIDA,11,-58.46051346,-34.60588536,PEATON-PASAJEROS,PEATON,PASAJEROS
464,2019-0029,2019-04-07,CONDUCTOR,MOTO,MASCULINO,27,1,10,AVENIDA,8,-58.47976785,-34.69153196,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
465,2019-0030,2019-04-09,CONDUCTOR,MOTO,MASCULINO,25,1,16,CALLE,7,-58.45457546,-34.62447891,MOTO-CARGAS,MOTO,CARGAS
466,2019-0031,2019-04-12,CICLISTA,BICICLETA,MASCULINO,20,1,19,AVENIDA,1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS
467,2019-0032,2019-04-16,PEATON,PEATON,FEMENINO,83,1,11,AVENIDA,11,-58.46415322,-34.6044379,PEATON-AUTO,PEATON,AUTO
468,2019-0033,2019-04-18,CONDUCTOR,MOTO,MASCULINO,25,1,1,AUTOPISTA,1,-58.36607137,-34.62150748,MOTO-SD,MOTO,SD
469,2019-0034,2019-04-21,CONDUCTOR,MOTO,MASCULINO,42,1,9,AVENIDA,7,-58.45537373,-34.65093074,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
470,2019-0035,2019-04-23,PEATON,PEATON,FEMENINO,75,1,14,CALLE,1,-58.37942637,-34.60053054,PEATON-BICICLETA,PEATON,BICICLETA
471,2019-0036,2019-04-26,CONDUCTOR,MOTO,MASCULINO,34,1,22,CALLE,6,-58.4368044,-34.62147504,MOTO-AUTO,MOTO,AUTO
472,2019-0037,2019-05-01,CONDUCTOR,MOTO,MASCULINO,17,1,23,AVENIDA,3,-58.40778291,-34.61971907,MOTO-AUTO,MOTO,AUTO
473,2019-0038,2019-05-04,PEATON,PEATON,FEMENINO,42,1,14,AVENIDA,13,-58.45212523,-34.54628513,PEATON-MOTO,PEATON,MOTO
474,2019-0105,2019-05-05,PEATON,PEATON,FEMENINO,82,1,11,AVENIDA,10,-58.50512382,-34.61520391,PEATON-AUTO,PEATON,AUTO
475,2019-0039,2019-05-09,CONDUCTOR,MOTO,MASCULINO,28,1,3,AVENIDA,7,-58.46749188,-34.63551751,MOTO-AUTO,MOTO,AUTO
476,2019-0040,2019-05-09,CONDUCTOR,MOTO,MASCULINO,44,1,12,CALLE,7,-58.4426358,-34.63679732,MOTO-SD,MOTO,SD
477,2019-0041,2019-05-11,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78,1,20,AVENIDA,9,-58.51140289,-34.65846419,MULTIPLE,AUTO,MULTIPLE
478,2019-0042,2019-05-14,PEATON,PEATON,MASCULINO,39,1,15,CALLE,1,-58.38211431,-34.62465368,PEATON-PASAJEROS,PEATON,PASAJEROS
479,2019-0043,2019-05-21,CICLISTA,BICICLETA,FEMENINO,42,1,9,AVENIDA,1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS
480,2019-0044,2019-05-27,PEATON,PEATON,FEMENINO,77,1,12,AVENIDA,5,-58.41635217,-34.62036547,PEATON-MOTO,PEATON,MOTO
481,2019-0045,2019-06-03,CONDUCTOR,MOTO,MASCULINO,33,1,7,AVENIDA,14,-58.41316147,-34.57579669,MOTO-CARGAS,MOTO,CARGAS
482,2019-0046,2019-06-04,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,1,9,GRAL PAZ,13,-58.47617802,-34.53825652,MOTO-AUTO,MOTO,AUTO
483,2019-0047,2019-06-06,PEATON,PEATON,MASCULINO,76,1,10,AVENIDA,4,-58.38641783,-34.63330028,PEATON-CARGAS,PEATON,CARGAS
484,2019-0048,2019-06-07,CONDUCTOR,MOTO,MASCULINO,32,1,7,AVENIDA,6,-58.45322169,-34.62038137,MOTO-CARGAS,MOTO,CARGAS
485,2019-0049,2019-06-08,PEATON,PEATON,FEMENINO,72,1,9,CALLE,13,-58.45849057,-34.56166498,PEATON-CARGAS,PEATON,CARGAS
486,2019-0050,2019-06-08,CONDUCTOR,MOTO,MASCULINO,21,1,23,AVENIDA,14,-58.41829559,-34.59411677,MOTO-CARGAS,MOTO,CARGAS
487,2019-0051,2019-06-11,CONDUCTOR,MOTO,MASCULINO,41,1,10,CALLE,4,-58.36376488,-34.63832093,MOTO-AUTO,MOTO,AUTO
488,2019-0053,2019-06-14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49,1,17,AVENIDA,8,-58.46442668,-34.66004784,AUTO-AUTO,AUTO,AUTO
489,2019-0054,2019-06-20,CONDUCTOR,MOTO,MASCULINO,21,1,3,CALLE,15,-58.48222035,-34.58428769,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
490,2019-0055,2019-06-20,CONDUCTOR,MOTO,MASCULINO,47,1,19,AVENIDA,1,-58.36819005,-34.60283208,MOTO-PASAJEROS,MOTO,PASAJEROS
491,2019-0056,2019-06-29,PEATON,PEATON,FEMENINO,75,1,17,AVENIDA,7,-58.45877601,-34.62330939,PEATON-AUTO,PEATON,AUTO
492,2019-0057,2019-07-05,PEATON,PEATON,FEMENINO,63,1,19,CALLE,13,-58.44196498,-34.55760517,PEATON-AUTO,PEATON,AUTO
493,2019-0058,2019-07-10,CONDUCTOR,MOTO,MASCULINO,39,1,9,AUTOPISTA,10,-58.50622631,-34.63627822,MOTO-PASAJEROS,MOTO,PASAJEROS
494,2019-0059,2019-07-13,CONDUCTOR,MOTO,MASCULINO,30,1,22,CALLE,1,-58.3841088,-34.63099197,MOTO-PASAJEROS,MOTO,PASAJEROS
495,2019-0060,2019-07-17,PEATON,PEATON,FEMENINO,78,1,11,AVENIDA,10,-58.48100602,-34.63504312,PEATON-AUTO,PEATON,AUTO
496,2019-0061,2019-07-17,PEATON,PEATON,FEMENINO,58,1,18,CALLE,13,-58.45200171,-34.5578132,PEATON-PASAJEROS,PEATON,PASAJEROS
497,2019-0062,2019-08-01,PEATON,PEATON,FEMENINO,60,1,23,AVENIDA,13,-58.44462132,-34.56201105,PEATON-PASAJEROS,PEATON,PASAJEROS
498,2019-0063,2019-08-04,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,42,1,1,AVENIDA,15,-58.45220688,-34.58711712,MOTO-PASAJEROS,MOTO,PASAJEROS
499,2019-0064,2019-08-06,CONDUCTOR,MOTO,MASCULINO,20,1,3,AVENIDA,7,-58.4596221,-34.6224514,MOTO-AUTO,MOTO,AUTO
500,2019-0065,2019-08-08,PEATON,PEATON,FEMENINO,55,1,16,CALLE,4,-58.4197085,-34.65414867,PEATON-PASAJEROS,PEATON,PASAJEROS
501,2019-0066,2019-08-11,PEATON,PEATON,MASCULINO,40,1,21,AVENIDA,7,-58.44187596,-34.64938031,PEATON-AUTO,PEATON,AUTO
502,2019-0067,2019-08-14,CONDUCTOR,MOTO,MASCULINO,35,1,15,CALLE,10,-58.49101637,-34.64276621,MOTO-CARGAS,MOTO,CARGAS
503,2019-0068,2019-08-14,CONDUCTOR,MOTO,MASCULINO,53,1,17,AVENIDA,8,-58.42493829,-34.66256502,MOTO-MOTO,MOTO,MOTO
504,2019-0069,2019-08-17,CONDUCTOR,MOTO,MASCULINO,43,1,5,AVENIDA,4,-58.40489318,-34.62930162,MOTO-AUTO,MOTO,AUTO
505,2019-0070,2019-08-22,CONDUCTOR,MOTO,MASCULINO,25,1,12,AVENIDA,14,-58.4268668,-34.59217875,MOTO-BICICLETA,MOTO,BICICLETA
506,2019-0071,2019-08-27,PEATON,PEATON,MASCULINO,42,1,11,AVENIDA,9,-58.479611,-34.65620398,PEATON-CARGAS,PEATON,CARGAS
507,2019-0072,2019-08-28,CONDUCTOR,AUTO,MASCULINO,22,1,6,AVENIDA,10,-58.47439934,-34.63524207,AUTO-AUTO,AUTO,AUTO
508,2019-0073,2019-08-29,CONDUCTOR,AUTO,MASCULINO,29,1,1,AVENIDA,15,-58.46711912,-34.57926018,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
509,2019-0074,2019-08-29,CONDUCTOR,MOTO,MASCULINO,35,1,9,AUTOPISTA,13,-58.46514781,-34.53465378,MOTO-CARGAS,MOTO,CARGAS
510,2019-0075,2019-08-30,CONDUCTOR,MOTO,MASCULINO,31,1,23,CALLE,4,-58.37571078,-34.65584079,MOTO-PASAJEROS,MOTO,PASAJEROS
511,2019-0076,2019-09-05,CONDUCTOR,MOTO,FEMENINO,29,1,18,AUTOPISTA,4,-58.37157668,-34.65429986,MOTO-CARGAS,MOTO,CARGAS
512,2019-0077,2019-09-08,PEATON,PEATON,FEMENINO,28,1,3,AVENIDA,14,-58.39811256,-34.58070186,PEATON-AUTO,PEATON,AUTO
513,2019-0078,2019-09-12,PEATON,PEATON,FEMENINO,72,1,8,AVENIDA,4,-58.41125934,-34.6541774,PEATON-CARGAS,PEATON,CARGAS
514,2019-0079,2019-09-17,CONDUCTOR,MOTO,MASCULINO,57,1,5,CALLE,5,-58.41822901,-34.61866836,MOTO-PASAJEROS,MOTO,PASAJEROS
515,2019-0080,2019-09-17,PEATON,PEATON,MASCULINO,76,1,18,GRAL PAZ,13,-58.47617802,-34.53825652,PEATON-MOTO,PEATON,MOTO
516,2019-0081,2019-09-23,PEATON,PEATON,MASCULINO,67,1,16,AVENIDA,15,-58.46141281,-34.58623761,PEATON-PASAJEROS,PEATON,PASAJEROS
517,2019-0082,2019-09-25,CICLISTA,BICICLETA,MASCULINO,47,1,7,AVENIDA,8,-58.42985146,-34.6611974,BICICLETA-CARGAS,BICICLETA,CARGAS
518,2019-0083,2019-09-26,CONDUCTOR,AUTO,MASCULINO,73,1,8,CALLE,9,-58.48457413,-34.6583909,AUTO-AUTO,AUTO,AUTO
519,2019-0084,2019-09-27,CICLISTA,BICICLETA,FEMENINO,40,1,11,CALLE,7,-58.46572884,-34.63628186,BICICLETA-CARGAS,BICICLETA,CARGAS
520,2019-0085,2019-10-09,CICLISTA,BICICLETA,MASCULINO,20,1,22,CALLE,10,-58.49261744,-34.6341913,BICICLETA-TREN,BICICLETA,TREN
521,2019-0086,2019-10-15,CONDUCTOR,MOTO,MASCULINO,29,1,14,AVENIDA,15,-58.45283186,-34.5884156,MOTO-PASAJEROS,MOTO,PASAJEROS
522,2019-0087,2019-10-21,CONDUCTOR,MOTO,MASCULINO,41,1,21,AVENIDA,12,-58.47973681,-34.57418656,MOTO-MOTO,MOTO,MOTO
523,2019-0088,2019-10-22,PEATON,PEATON,MASCULINO,27,1,20,AVENIDA,4,-58.40623949,-34.65076549,PEATON-PASAJEROS,PEATON,PASAJEROS
524,2019-0089,2019-10-23,PEATON,PEATON,FEMENINO,92,1,15,AVENIDA,4,-58.36244648,-34.63107887,PEATON-CARGAS,PEATON,CARGAS
525,2019-0090,2019-10-24,PEATON,PEATON,MASCULINO,67,1,18,AVENIDA,9,-58.49962423,-34.64868027,PEATON-MOTO,PEATON,MOTO
526,2019-0091,2019-11-01,PEATON,PEATON,MASCULINO,35,1,20,AVENIDA,15,-58.44551437,-34.59559816,PEATON-PASAJEROS,PEATON,PASAJEROS
527,2019-0092,2019-11-03,PEATON,PEATON,MASCULINO,37,1,10,CALLE,4,-58.35608181,-34.63420319,PEATON-PASAJEROS,PEATON,PASAJEROS
528,2019-0093,2019-11-13,CICLISTA,BICICLETA,MASCULINO,16,1,11,AVENIDA,11,-58.46483679,-34.60907662,BICICLETA-OTRO,BICICLETA,OTRO
529,2019-0094,2019-11-18,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,42,1,14,CALLE,15,-58.44368628,-34.59724326,MOTO-OTRO,MOTO,OTRO
530,2019-0095,2019-11-20,CONDUCTOR,MOTO,MASCULINO,42,1,15,AUTOPISTA,1,-58.37864583,-34.62907067,MOTO-CARGAS,MOTO,CARGAS
531,2019-0096,2019-11-22,PEATON,PEATON,MASCULINO,73,1,19,AVENIDA,1,-58.37560352,-34.62726382,PEATON-PASAJEROS,PEATON,PASAJEROS
532,2019-0097,2019-11-25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,1,8,AUTOPISTA,9,-58.47721439,-34.64815069,MULTIPLE,MOTO,MULTIPLE
533,2019-0098,2019-11-25,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,61,1,14,AVENIDA,15,-58.45134029,-34.58984288,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS
534,2019-0100,2019-12-05,CONDUCTOR,MOTO,MASCULINO,38,1,17,AVENIDA,12,-58.49040794,-34.58368803,MOTO-AUTO,MOTO,AUTO
535,2019-0101,2019-12-17,CONDUCTOR,MOTO,MASCULINO,25,1,4,AVENIDA,4,-58.42102679,-34.64991178,MOTO-MOTO,MOTO,MOTO
536,2019-0102,2019-12-17,CONDUCTOR,MOTO,MASCULINO,18,1,14,CALLE,9,-58.52219407,-34.64143926,MOTO-AUTO,MOTO,AUTO
537,2019-0103,2019-12-18,CONDUCTOR,MOTO,MASCULINO,24,1,7,GRAL PAZ,11,-58.52169422,-34.5947164,MOTO-MOTO,MOTO,MOTO
538,2019-0104,2019-12-21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,1,4,AVENIDA,10,-58.47460416,-34.63206174,MOTO-AUTO,MOTO,AUTO
539,2020-0001,2020-01-04,PEATON,PEATON,FEMENINO,87,1,10,CALLE,15,-58.43910409,-34.59213355,PEATON-AUTO,PEATON,AUTO
540,2020-0002,2020-01-05,CONDUCTOR,MOTO,MASCULINO,36,1,20,AVENIDA,7,-58.45019436,-34.64646409,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
541,2020-0003,2020-01-11,PEATON,PEATON,MASCULINO,44,1,6,AVENIDA,3,-58.39337644,-34.60927582,PEATON-AUTO,PEATON,AUTO
542,2020-0004,2020-01-14,PEATON,PEATON,MASCULINO,82,1,21,AVENIDA,1,-58.39055614,-34.60919284,PEATON-PASAJEROS,PEATON,PASAJEROS
543,2020-0005,2020-01-14,CONDUCTOR,MOTO,MASCULINO,25,1,6,AVENIDA,3,-58.41036975,-34.62477021,MOTO-PASAJEROS,MOTO,PASAJEROS
544,2020-0006,2020-01-20,CONDUCTOR,MOTO,MASCULINO,23,1,12,AVENIDA,8,-58.44925765,-34.65412546,MOTO-CARGAS,MOTO,CARGAS
545,2020-0007,2020-01-27,PEATON,PEATON,MASCULINO,52,1,0,CALLE,1,-58.3815685,-34.61648696,PEATON-MOTO,PEATON,MOTO
546,2020-0008,2020-01-30,CONDUCTOR,MOTO,MASCULINO,49,1,7,AVENIDA,2,-58.40662899,-34.59804521,MOTO-CARGAS,MOTO,CARGAS
547,2020-0009,2020-02-04,PEATON,PEATON,MASCULINO,48,1,14,CALLE,5,-58.41985649,-34.6060085,PEATON-AUTO,PEATON,AUTO
548,2020-0010,2020-02-08,CONDUCTOR,MOTO,MASCULINO,42,1,5,AVENIDA,1,-58.38099833,-34.62214953,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
549,2020-0011,2020-02-12,CONDUCTOR,MOTO,MASCULINO,31,1,11,CALLE,5,-58.41803309,-34.61823178,MOTO-CARGAS,MOTO,CARGAS
550,2020-0012,2020-02-18,PEATON,PEATON,FEMENINO,66,1,21,CALLE,3,-58.40604003,-34.61783553,PEATON-MOTO,PEATON,MOTO
551,2020-0013,2020-02-20,PEATON,PEATON,FEMENINO,58,1,12,AVENIDA,15,-58.47549929,-34.57994061,PEATON-MOTO,PEATON,MOTO
552,2020-0014,2020-02-27,CONDUCTOR,MOTO,MASCULINO,42,1,2,CALLE,11,-58.51398484,-34.61600366,MOTO-PASAJEROS,MOTO,PASAJEROS
553,2020-0015,2020-02-28,CONDUCTOR,MOTO,MASCULINO,29,1,14,AVENIDA,1,-58.36797542,-34.62519403,MOTO-PASAJEROS,MOTO,PASAJEROS
554,2020-0016,2020-02-29,PEATON,PEATON,MASCULINO,68,1,13,AVENIDA,1,-58.37133616,-34.59879316,PEATON-PASAJEROS,PEATON,PASAJEROS
555,2020-0017,2020-03-05,PEATON,PEATON,MASCULINO,42,1,23,AVENIDA,3,-58.39613805,-34.61413568,PEATON-AUTO,PEATON,AUTO
556,2020-0018,2020-03-09,CONDUCTOR,MOTO,MASCULINO,31,1,14,AVENIDA,13,-58.44903073,-34.54200276,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
557,2020-0019,2020-03-10,PEATON,PEATON,FEMENINO,80,1,21,CALLE,5,-58.41972364,-34.6284667,PEATON-AUTO,PEATON,AUTO
558,2020-0020,2020-03-13,PEATON,PEATON,FEMENINO,74,1,17,AVENIDA,3,-58.40571596,-34.60557123,PEATON-MOTO,PEATON,MOTO
559,2020-0021,2020-03-14,PEATON,PEATON,FEMENINO,87,1,16,CALLE,2,-58.4145159,-34.59488319,PEATON-AUTO,PEATON,AUTO
560,2020-0022,2020-04-07,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,44,1,6,AUTOPISTA,9,-58.47297505,-34.66245085,AUTO-CARGAS,AUTO,CARGAS
561,2020-0023,2020-04-09,CONDUCTOR,AUTO,MASCULINO,44,1,18,AVENIDA,4,-58.35791192,-34.63695178,AUTO-CARGAS,AUTO,CARGAS
562,2020-0024,2020-04-24,CONDUCTOR,AUTO,MASCULINO,53,1,7,CALLE,9,-58.50801713,-34.65177305,AUTO-AUTO,AUTO,AUTO
563,2020-0025,2020-05-12,PEATON,PEATON,MASCULINO,42,1,5,AVENIDA,3,-58.40258477,-34.60975108,PEATON-AUTO,PEATON,AUTO
564,2020-0026,2020-05-17,CONDUCTOR,MOTO,MASCULINO,28,1,6,AUTOPISTA,14,-58.439771,-34.5495252,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
565,2020-0027,2020-05-18,PEATON,PEATON,MASCULINO,76,1,8,AVENIDA,8,-58.48267426,-34.68454456,PEATON-CARGAS,PEATON,CARGAS
566,2020-0028,2020-05-19,PEATON,PEATON,MASCULINO,91,1,10,AVENIDA,15,-58.44248936,-34.60221948,PEATON-PASAJEROS,PEATON,PASAJEROS
567,2020-0029,2020-06-10,PEATON,PEATON,MASCULINO,80,1,14,GRAL PAZ,9,-58.52909134,-34.63886726,PEATON-PASAJEROS,PEATON,PASAJEROS
568,2020-0030,2020-06-16,CONDUCTOR,MOTO,MASCULINO,40,1,15,AVENIDA,6,-58.45158942,-34.6064658,MULTIPLE,MOTO,MULTIPLE
569,2020-0031,2020-06-30,CONDUCTOR,MOTO,MASCULINO,29,1,8,AVENIDA,9,-58.49344309,-34.65788529,MOTO-CARGAS,MOTO,CARGAS
570,2020-0032,2020-07-10,CONDUCTOR,MOTO,MASCULINO,21,1,23,AVENIDA,15,-58.44259166,-34.59635137,MOTO-AUTO,MOTO,AUTO
571,2020-0033,2020-07-19,CONDUCTOR,AUTO,MASCULINO,32,1,6,GRAL PAZ,13,-58.46743471,-34.53476874,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
572,2020-0034,2020-08-02,PEATON,PEATON,FEMENINO,42,1,3,CALLE,3,-58.41178158,-34.60922259,PEATON-AUTO,PEATON,AUTO
573,2020-0035,2020-08-04,CONDUCTOR,MOTO,MASCULINO,40,1,5,AUTOPISTA,7,-58.45068621,-34.63638927,MOTO-PASAJEROS,MOTO,PASAJEROS
